X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId
-8842874.14500129,5426703.50711704,6130116,1163175,2010,2010/04/18 04:00:00+00,1059,10,BATHURST ST,DANBY AVE,<Null>,Major Arterial,North York,6,32,43.749145,-79.43689,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D32,38,Lansing-Westgate (38),42
-8842874.14500129,5426703.50711704,6130117,1163175,2010,2010/04/18 04:00:00+00,1059,10,BATHURST ST,DANBY AVE,<Null>,Major Arterial,North York,6,32,43.749145,-79.43689,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,<Null>,North,Municipal Transit Bus (TTC),Overtaking,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D32,38,Lansing-Westgate (38),43
-8842874.14500129,5426703.50711704,6130118,1163175,2010,2010/04/18 04:00:00+00,1059,10,BATHURST ST,DANBY AVE,<Null>,Major Arterial,North York,6,32,43.749145,-79.43689,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,<Null>,East,Other,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Coming From Behind Parked Vehicle,Unknown,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D32,38,Lansing-Westgate (38),44
-8838632.87240206,5412183.09536601,6134243,1164945,2010,2010/04/27 04:00:00+00,52,0,SPADINA Aven,BALDWIN Stre,<Null>,Major Arterial,Toronto and East York,11,"52,14",43.654845,-79.39879,Intersection,<Null>,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,25 to 29,None,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D52,78,Kensington-Chinatown (78),45
-8838632.87240206,5412183.09536601,6134244,1164945,2010,2010/04/27 04:00:00+00,52,0,SPADINA Aven,BALDWIN Stre,<Null>,Major Arterial,Toronto and East York,11,"52,14",43.654845,-79.39879,Intersection,<Null>,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,15 to 19,None,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D52,78,Kensington-Chinatown (78),46
-8838632.87240206,5412183.09536601,6134245,1164945,2010,2010/04/27 04:00:00+00,52,0,SPADINA Aven,BALDWIN Stre,<Null>,Major Arterial,Toronto and East York,11,"52,14",43.654845,-79.39879,Intersection,<Null>,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,40 to 44,None,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D52,78,Kensington-Chinatown (78),47
-8838632.87240206,5412183.09536601,6134246,1164945,2010,2010/04/27 04:00:00+00,52,0,SPADINA Aven,BALDWIN Stre,<Null>,Major Arterial,Toronto and East York,11,"52,14",43.654845,-79.39879,Intersection,<Null>,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,<Null>,West,Other,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Running onto Roadway,Unknown,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D52,78,Kensington-Chinatown (78),48
-8838632.87240206,5412183.09536601,6134247,1164945,2010,2010/04/27 04:00:00+00,52,0,SPADINA Aven,BALDWIN Stre,<Null>,Major Arterial,Toronto and East York,11,"52,14",43.654845,-79.39879,Intersection,<Null>,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,<Null>,North,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D52,78,Kensington-Chinatown (78),49
-8838284.88767384,5414895.73827744,6163959,1178114,2010,2010/05/18 04:00:00+00,1318,13,AVENUE RD,ELGIN AVE,<Null>,Major Arterial,Toronto and East York,11,53,43.672473,-79.395664,Intersection,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,<Null>,South,"Automobile, Station Wagon",Parked,Other,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,95,Annex (95),50
-8838284.88767384,5414895.73827744,6163960,1178114,2010,2010/05/18 04:00:00+00,1318,13,AVENUE RD,ELGIN AVE,<Null>,Major Arterial,Toronto and East York,11,53,43.672473,-79.395664,Intersection,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,95,Annex (95),51
-8838284.88767384,5414895.73827744,6163961,1178114,2010,2010/05/18 04:00:00+00,1318,13,AVENUE RD,ELGIN AVE,<Null>,Major Arterial,Toronto and East York,11,53,43.672473,-79.395664,Intersection,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,<Null>,South,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,95,Annex (95),52
-8838284.88767384,5414895.73827744,6163962,1178114,2010,2010/05/18 04:00:00+00,1318,13,AVENUE RD,ELGIN AVE,<Null>,Major Arterial,Toronto and East York,11,53,43.672473,-79.395664,Intersection,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,Major,<Null>,South,Bicycle,Overtaking,<Null>,<Null>,<Null>,<Null>,<Null>,Cyclist struck opened vehicle door,Driving Properly,Normal,<Null>,Yes,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,95,Annex (95),53
-8840098.95009581,5410211.74317755,6159307,1176062,2010,2010/05/21 04:00:00+00,614,6,KING ST W,STRACHAN AVE,<Null>,Major Arterial,Toronto and East York,10,14,43.642031,-79.41196,Intersection,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),54
-8840098.95009581,5410211.74317755,6159308,1176062,2010,2010/05/21 04:00:00+00,614,6,KING ST W,STRACHAN AVE,<Null>,Major Arterial,Toronto and East York,10,14,43.642031,-79.41196,Intersection,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,<Null>,East,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),55
-8840098.95009581,5410211.74317755,6159309,1176062,2010,2010/05/21 04:00:00+00,614,6,KING ST W,STRACHAN AVE,<Null>,Major Arterial,Toronto and East York,10,14,43.642031,-79.41196,Intersection,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,<Null>,North,Other,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Had Been Drinking,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),56
-8836974.21198924,5409783.19049338,6164359,1178296,2010,2010/05/28 04:00:00+00,1508,15,QUEENS QUAY W,LOWER SIMCOE ST,<Null>,Minor Arterial,Toronto and East York,10,52,43.639245,-79.38389,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,40 to 44,Major,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),57
-8836974.21198924,5409783.19049338,6164360,1178296,2010,2010/05/28 04:00:00+00,1508,15,QUEENS QUAY W,LOWER SIMCOE ST,<Null>,Minor Arterial,Toronto and East York,10,52,43.639245,-79.38389,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,Major,<Null>,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),58
-8836974.21198924,5409783.19049338,6164361,1178296,2010,2010/05/28 04:00:00+00,1508,15,QUEENS QUAY W,LOWER SIMCOE ST,<Null>,Minor Arterial,Toronto and East York,10,52,43.639245,-79.38389,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),59
-8836974.21198924,5409783.19049338,6164362,1178296,2010,2010/05/28 04:00:00+00,1508,15,QUEENS QUAY W,LOWER SIMCOE ST,<Null>,Minor Arterial,Toronto and East York,10,52,43.639245,-79.38389,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,None,<Null>,West,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),60
-8837652.92692461,5412783.01512006,6150244,1171997,2010,2010/06/06 04:00:00+00,822,8,UNIVERSITY AVE,ORDE ST,<Null>,Major Arterial,Toronto and East York,11,52,43.658744,-79.389987,Intersection,<Null>,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,76,Bay Street Corridor (76),61
-8837652.92692461,5412783.01512006,6150245,1171997,2010,2010/06/06 04:00:00+00,822,8,UNIVERSITY AVE,ORDE ST,<Null>,Major Arterial,Toronto and East York,11,52,43.658744,-79.389987,Intersection,<Null>,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Driver,30 to 34,None,<Null>,South,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,76,Bay Street Corridor (76),62
-8837652.92692461,5412783.01512006,6150246,1171997,2010,2010/06/06 04:00:00+00,822,8,UNIVERSITY AVE,ORDE ST,<Null>,Major Arterial,Toronto and East York,11,52,43.658744,-79.389987,Intersection,<Null>,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,22,West,Other,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,76,Bay Street Corridor (76),63
-8844221.11083988,5415537.85318047,6279438,1182360,2010,2010/06/22 04:00:00+00,1748,17,ST CLAIR Ave W,ST CLARENS Ave,<Null>,Major Arterial,Toronto and East York,9,13,43.676645,-79.44899,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,92,Corso Italia-Davenport (92),64
-8844221.11083988,5415537.85318047,6279439,1182360,2010,2010/06/22 04:00:00+00,1748,17,ST CLAIR Ave W,ST CLARENS Ave,<Null>,Major Arterial,Toronto and East York,9,13,43.676645,-79.44899,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,30 to 34,None,<Null>,West,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,92,Corso Italia-Davenport (92),65
-8844221.11083988,5415537.85318047,6279440,1182360,2010,2010/06/22 04:00:00+00,1748,17,ST CLAIR Ave W,ST CLARENS Ave,<Null>,Major Arterial,Toronto and East York,9,13,43.676645,-79.44899,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,<Null>,South,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Cyclist rode off sidewalk into road at midblock.,Failed to Yield Right of Way,Inattentive,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,92,Corso Italia-Davenport (92),66
-8832655.01574646,5420233.48246983,6174211,1182422,2010,2010/06/26 04:00:00+00,2201,22,OVERLEA BLVD,THORNCLIFFE PARK DR,<Null>,Major Arterial,North York,15,53,43.707145,-79.34509,Mid-Block,<Null>,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,55,Thorncliffe Park (55),67
-8832655.01574646,5420233.48246983,6174212,1182422,2010,2010/06/26 04:00:00+00,2201,22,OVERLEA BLVD,THORNCLIFFE PARK DR,<Null>,Major Arterial,North York,15,53,43.707145,-79.34509,Mid-Block,<Null>,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,<Null>,East,Municipal Transit Bus (TTC),Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,55,Thorncliffe Park (55),68
-8832655.01574646,5420233.48246983,6174213,1182422,2010,2010/06/26 04:00:00+00,2201,22,OVERLEA BLVD,THORNCLIFFE PARK DR,<Null>,Major Arterial,North York,15,53,43.707145,-79.34509,Mid-Block,<Null>,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,<Null>,North,Other,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Running onto Roadway,Had Been Drinking,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,55,Thorncliffe Park (55),69
-8846892.77861892,5409275.59816185,6225179,1203769,2010,2010/06/27 04:00:00+00,1710,17,THE QUEENSWAY,GARDINER QUEENSWAY W RAMP,<Null>,Major Arterial,Toronto and East York,4,11,43.635945,-79.47299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),70
-8846892.77861892,5409275.59816185,6225180,1203769,2010,2010/06/27 04:00:00+00,1710,17,THE QUEENSWAY,GARDINER QUEENSWAY W RAMP,<Null>,Major Arterial,Toronto and East York,4,11,43.635945,-79.47299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,30 to 34,None,<Null>,West,Municipal Transit Bus (TTC),Going Ahead,Following too Close,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),71
-8846892.77861892,5409275.59816185,6225181,1203769,2010,2010/06/27 04:00:00+00,1710,17,THE QUEENSWAY,GARDINER QUEENSWAY W RAMP,<Null>,Major Arterial,Toronto and East York,4,11,43.635945,-79.47299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,Passenger,unknown,Minimal,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),72
-8846892.77861892,5409275.59816185,6225182,1203769,2010,2010/06/27 04:00:00+00,1710,17,THE QUEENSWAY,GARDINER QUEENSWAY W RAMP,<Null>,Major Arterial,Toronto and East York,4,11,43.635945,-79.47299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,Passenger,65 to 69,Minimal,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),73
-8846892.77861892,5409275.59816185,6225183,1203769,2010,2010/06/27 04:00:00+00,1710,17,THE QUEENSWAY,GARDINER QUEENSWAY W RAMP,<Null>,Major Arterial,Toronto and East York,4,11,43.635945,-79.47299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,Passenger,45 to 49,Minimal,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),74
-8846892.77861892,5409275.59816185,6225184,1203769,2010,2010/06/27 04:00:00+00,1710,17,THE QUEENSWAY,GARDINER QUEENSWAY W RAMP,<Null>,Major Arterial,Toronto and East York,4,11,43.635945,-79.47299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,Passenger,65 to 69,Minimal,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),75
-8846892.77861892,5409275.59816185,6225185,1203769,2010,2010/06/27 04:00:00+00,1710,17,THE QUEENSWAY,GARDINER QUEENSWAY W RAMP,<Null>,Major Arterial,Toronto and East York,4,11,43.635945,-79.47299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,Passenger,50 to 54,Minimal,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),76
-8846892.77861892,5409275.59816185,6225186,1203769,2010,2010/06/27 04:00:00+00,1710,17,THE QUEENSWAY,GARDINER QUEENSWAY W RAMP,<Null>,Major Arterial,Toronto and East York,4,11,43.635945,-79.47299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,Passenger,65 to 69,Major,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),77
-8846892.77861892,5409275.59816185,6225187,1203769,2010,2010/06/27 04:00:00+00,1710,17,THE QUEENSWAY,GARDINER QUEENSWAY W RAMP,<Null>,Major Arterial,Toronto and East York,4,11,43.635945,-79.47299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),78
-8846892.77861892,5409275.59816185,6225188,1203769,2010,2010/06/27 04:00:00+00,1710,17,THE QUEENSWAY,GARDINER QUEENSWAY W RAMP,<Null>,Major Arterial,Toronto and East York,4,11,43.635945,-79.47299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,35 to 39,None,<Null>,West,Municipal Transit Bus (TTC),Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),79
-8822224.60209811,5424669.58187525,6160317,1176502,2010,2010/07/08 04:00:00+00,1725,17,EGLINTON AVE E,BIMBROK RD,<Null>,Major Arterial,Scarborough,"21,20",41,43.735945,-79.251392,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,124,Kennedy Park (124),80
-8822224.60209811,5424669.58187525,6160318,1176502,2010,2010/07/08 04:00:00+00,1725,17,EGLINTON AVE E,BIMBROK RD,<Null>,Major Arterial,Scarborough,"21,20",41,43.735945,-79.251392,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,<Null>,West,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,124,Kennedy Park (124),81
-8822224.60209811,5424669.58187525,6160319,1176502,2010,2010/07/08 04:00:00+00,1725,17,EGLINTON AVE E,BIMBROK RD,<Null>,Major Arterial,Scarborough,"21,20",41,43.735945,-79.251392,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,<Null>,North,Other,Unknown,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Had Been Drinking,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,124,Kennedy Park (124),82
-8843965.07601106,5417107.92903553,6178084,1184066,2010,2010/07/10 04:00:00+00,1910,19,DUFFERIN St,EVERSFIELD Rd,<Null>,Major Arterial,Toronto and East York,"9,12",13,43.686845,-79.44669,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,107,Oakwood Village (107),83
-8843965.07601106,5417107.92903553,6178085,1184066,2010,2010/07/10 04:00:00+00,1910,19,DUFFERIN St,EVERSFIELD Rd,<Null>,Major Arterial,Toronto and East York,"9,12",13,43.686845,-79.44669,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,<Null>,North,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,107,Oakwood Village (107),84
