,cluster,X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId
104,7,-8823148.33123272,5432915.91934369,3419628,904614,2006,2006/05/06 04:00:00+00,2314,23,SHEPPARD AVE E,BROWNSPRING RD,<Null>,Major Arterial,Scarborough,23,42,43.789445,-79.25969,Mid-Block,<Null>,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,128,Agincourt South-Malvern West (128),105
107,6,-8852970.82281624,5414137.32448353,3419174,904441,2006,2006/05/07 04:00:00+00,1452,14,EDENBRIDGE DR,THE KINGSWAY,<Null>,Local,Etobicoke York,2,22,43.667545,-79.52759,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,65 to 69,Major,<Null>,West,"Automobile, Station Wagon",Going Ahead,Lost control,Fatigue,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D22,9,Edenbridge-Humber Valley (9),108
111,6,-8837230.24681807,5420541.47604098,3410814,901382,2006,2006/05/08 04:00:00+00,1950,19,EGLINTON AVE E,FORMAN AVE,<Null>,Major Arterial,North York,15,53,43.709145,-79.38619,Intersection,<Null>,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Major,<Null>,West,"Automobile, Station Wagon",Going Ahead,Lost control,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,99,Mount Pleasant East (99),112
112,5,-8837230.24681807,5420541.47604098,3410815,901382,2006,2006/05/08 04:00:00+00,1950,19,EGLINTON AVE E,FORMAN AVE,<Null>,Major Arterial,North York,15,53,43.709145,-79.38619,Intersection,<Null>,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,None,<Null>,West,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,99,Mount Pleasant East (99),113
113,9,-8850065.38410653,5407829.88186556,3424040,906284,2006,2006/05/09 04:00:00+00,710,7,THE QUEENSWAY,MORGAN AVE,<Null>,Major Arterial,Etobicoke York,3,22,43.626545,-79.50149,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,65 to 69,Major,<Null>,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D22,16,Stonegate-Queensway (16),114
116,7,-8850065.38410653,5407829.88186556,3424043,906284,2006,2006/05/09 04:00:00+00,710,7,THE QUEENSWAY,MORGAN AVE,<Null>,Major Arterial,Etobicoke York,3,22,43.626545,-79.50149,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D22,16,Stonegate-Queensway (16),117
117,5,-8848306.536152,5411183.05925581,3419574,904596,2006,2006/05/09 04:00:00+00,1632,16,BLOOR ST W,SOUTH KINGSWAY,<Null>,Major Arterial,Toronto and East York,4,11,43.648345,-79.48569,Intersection,<Null>,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Motorcycle Driver,25 to 29,Major,<Null>,East,Motorcycle,Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),118
118,5,-8848306.536152,5411183.05925581,3419575,904596,2006,2006/05/09 04:00:00+00,1632,16,BLOOR ST W,SOUTH KINGSWAY,<Null>,Major Arterial,Toronto and East York,4,11,43.648345,-79.48569,Intersection,<Null>,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,15 to 19,None,<Null>,East,"Automobile, Station Wagon",Slowing or Stopping,Following too Close,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),119
120,2,-8814610.12628887,5440058.42938744,3421079,905154,2006,2006/05/11 04:00:00+00,610,6,MEADOWVALE RD,PLUG HAT RD,<Null>,Collector,Scarborough,25,42,43.835745,-79.18299,Mid-Block,<Null>,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,45 to 49,Major,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D42,131,Rouge (131),121
121,2,-8814610.12628887,5440058.42938744,3421080,905154,2006,2006/05/11 04:00:00+00,610,6,MEADOWVALE RD,PLUG HAT RD,<Null>,Collector,Scarborough,25,42,43.835745,-79.18299,Mid-Block,<Null>,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,50 to 54,Major,<Null>,South,"Automobile, Station Wagon",Overtaking,Improper Passing,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D42,131,Rouge (131),122
122,2,-8838165.33054073,5417462.00263463,3438821,911757,2006,2006/05/11 04:00:00+00,700,7,YONGE ST,DELISLE AVE,<Null>,Major Arterial,Toronto and East York,12,53,43.689145,-79.39459,Intersection,At Intersection,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,Motorcycle Driver,25 to 29,Major,<Null>,South,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D53,98,Rosedale-Moore Park (98),123
123,1,-8838165.33054073,5417462.00263463,3438822,911757,2006,2006/05/11 04:00:00+00,700,7,YONGE ST,DELISLE AVE,<Null>,Major Arterial,Toronto and East York,12,53,43.689145,-79.39459,Intersection,At Intersection,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,<Null>,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D53,98,Rosedale-Moore Park (98),124
125,7,-8841170.95679215,5416815.4436936,3532703,902180,2006,2006/05/11 04:00:00+00,1536,15,VAUGHAN RD,LOUISE AVE,<Null>,Minor Arterial,Toronto and East York,12,13,43.684945,-79.42159,Mid-Block,<Null>,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,80 to 84,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,106,Humewood-Cedarvale (106),126
126,7,-8852570.07264938,5421819.75919936,3551169,905024,2006,2006/05/11 04:00:00+00,1700,17,WILSON AVE,ELROSE AVE,<Null>,Major Arterial,Etobicoke York,7,31,43.717445,-79.52399,Mid-Block,<Null>,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,15 to 19,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),127
128,1,-8837630.99698492,5414599.01377689,3421359,905249,2006,2006/05/13 04:00:00+00,1225,12,BAY ST,CUMBERLAND ST,<Null>,Major Arterial,Toronto and East York,11,53,43.670545,-79.38979,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,<Null>,East,"Automobile, Station Wagon",Turning Left,Other,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,95,Annex (95),129
133,8,-8849898.40487034,5428537.50604159,3433058,909657,2006,2006/05/14 04:00:00+00,510,5,FINCH AVE W,SENTINEL RD,<Null>,Major Arterial,Etobicoke York,7,31,43.761045,-79.49999,Intersection,<Null>,Traffic Signal,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,<Null>,West,"Automobile, Station Wagon",Changing Lanes,Exceeding Speed Limit,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D31,27,York University Heights (27),134
134,0,-8849898.40487034,5428537.50604159,3433059,909657,2006,2006/05/14 04:00:00+00,510,5,FINCH AVE W,SENTINEL RD,<Null>,Major Arterial,Etobicoke York,7,31,43.761045,-79.49999,Intersection,<Null>,Traffic Signal,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,<Null>,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D31,27,York University Heights (27),135
137,0,-8844132.05524725,5430356.45344405,3423888,906225,2006,2006/05/17 04:00:00+00,1137,11,FINCH AVE W,VIRGILWOOD DR,<Null>,Major Arterial,North York,6,32,43.772845,-79.44819,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,<Null>,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D32,35,Westminster-Branson (35),138
139,2,-8833968.58573782,5429724.4056163,3459567,919534,2006,2006/05/17 04:00:00+00,1215,12,6 HAVENBROOK BLVD,<Null>,<Null>,Local,North York,17,33,43.768745,-79.35689,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,75 to 79,None,<Null>,West,"Automobile, Station Wagon",Overtaking,Improper Passing,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D33,53,Henry Farm (53),140
141,7,-8849074.64063847,5426950.07398771,3416415,903449,2006,2006/05/17 04:00:00+00,1810,18,STILECROFT DR,SENTINEL RD,<Null>,Local,North York,6,31,43.750745,-79.49259,Mid-Block,<Null>,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Driver,30 to 34,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D31,27,York University Heights (27),142
143,1,-8845145.06261347,5415122.28954162,3451650,916560,2006,2006/05/19 04:00:00+00,1140,11,LAUGHTON AVE,TALBOT ST,<Null>,Collector,Toronto and East York,9,11,43.673945,-79.45729,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,65 to 69,Major,<Null>,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,91,Weston-Pellam Park (91),144
145,2,-8845145.06261347,5415122.28954162,3451652,916560,2006,2006/05/19 04:00:00+00,1140,11,LAUGHTON AVE,TALBOT ST,<Null>,Collector,Toronto and East York,9,11,43.673945,-79.45729,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,91,Weston-Pellam Park (91),146
150,3,-8828892.41695765,5416353.64359332,3417683,903914,2006,2006/05/20 04:00:00+00,150,1,WOODBINE AVE,GERRARD ST E,<Null>,Major Arterial,Toronto and East York,19,55,43.681945,-79.31129,Mid-Block,<Null>,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D55,62,East End-Danforth (62),151
152,7,-8856544.1784707,5421188.2959944,3427928,907762,2006,2006/05/21 04:00:00+00,1024,10,REXDALE BLVD,BERGAMOT AVE,<Null>,Major Arterial,Etobicoke York,1,23,43.713345,-79.55969,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,50 to 54,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D23,4,Rexdale-Kipling (4),153
154,9,-8856544.1784707,5421188.2959944,3427930,907762,2006,2006/05/21 04:00:00+00,1024,10,REXDALE BLVD,BERGAMOT AVE,<Null>,Major Arterial,Etobicoke York,1,23,43.713345,-79.55969,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,15 to 19,Major,<Null>,East,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D23,4,Rexdale-Kipling (4),155
155,5,-8856544.1784707,5421188.2959944,3427931,907762,2006,2006/05/21 04:00:00+00,1024,10,REXDALE BLVD,BERGAMOT AVE,<Null>,Major Arterial,Etobicoke York,1,23,43.713345,-79.55969,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,45 to 49,None,<Null>,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D23,4,Rexdale-Kipling (4),156
156,0,-8841894.5334823,5421034.28713212,3532751,904456,2006,2006/05/23 04:00:00+00,1840,18,BATHURST ST,GLENCAIRN AVE,<Null>,Major Arterial,North York,8,"53,13",43.712345,-79.42809,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,40 to 44,None,<Null>,West,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D53,39,Bedford Park-Nortown (39),157
158,4,-8860284.51336135,5414845.25750279,3428300,907900,2006,2006/05/24 04:00:00+00,622,6,RENFORTH DR,CONVAIR DR,<Null>,Major Arterial,Etobicoke York,1,23,43.672145,-79.59329,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,Minor,<Null>,North,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D23,1,West Humber-Clairville (1),159
159,4,-8860284.51336135,5414845.25750279,3428301,907900,2006,2006/05/24 04:00:00+00,622,6,RENFORTH DR,CONVAIR DR,<Null>,Major Arterial,Etobicoke York,1,23,43.672145,-79.59329,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D23,1,West Humber-Clairville (1),160
170,3,-8852258.37807516,5428892.01848484,3430516,908702,2006,2006/05/27 04:00:00+00,2358,23,GOSFORD BLVD,ARTECH CRT,<Null>,Collector,Etobicoke York,7,31,43.763345,-79.52119,Mid-Block,<Null>,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Minor,<Null>,South,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D31,24,Black Creek (24),171
174,9,-8824840.38749278,5426749.73790322,3421774,905408,2006,2006/05/28 04:00:00+00,550,5,KENNEDY RD,LAWRENCE AVE E,<Null>,Major Arterial,Scarborough,21,41,43.749445,-79.27489,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Minor,<Null>,South,"Automobile, Station Wagon",Turning Left,Lost control,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,D41,126,Dorset Park (126),175
176,7,-8852859.50332544,5416415.21560576,3421892,905456,2006,2006/05/28 04:00:00+00,1615,16,EGLINTON AVE W,ROYAL YORK RD,<Null>,Major Arterial,Etobicoke York,2,"23,22",43.682345,-79.52659,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Other,Non-Fatal Injury,Turning Movement,Driver,40 to 44,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,8,Humber Heights-Westmount (8),177
178,7,-8852859.50332544,5416415.21560576,3421894,905456,2006,2006/05/28 04:00:00+00,1615,16,EGLINTON AVE W,ROYAL YORK RD,<Null>,Major Arterial,Etobicoke York,2,"23,22",43.682345,-79.52659,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Other,Non-Fatal Injury,Turning Movement,Driver,40 to 44,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,8,Humber Heights-Westmount (8),179
180,6,-8852859.50332544,5416415.21560576,3421896,905456,2006,2006/05/28 04:00:00+00,1615,16,EGLINTON AVE W,ROYAL YORK RD,<Null>,Major Arterial,Etobicoke York,2,"23,22",43.682345,-79.52659,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Other,Non-Fatal Injury,Turning Movement,Driver,45 to 49,Major,<Null>,South,"Automobile, Station Wagon",Turning Right,Lost control,"Ability Impaired, Drugs",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,8,Humber Heights-Westmount (8),181
181,7,-8852859.50332544,5416415.21560576,3421897,905456,2006,2006/05/28 04:00:00+00,1615,16,EGLINTON AVE W,ROYAL YORK RD,<Null>,Major Arterial,Etobicoke York,2,"23,22",43.682345,-79.52659,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Other,Non-Fatal Injury,Turning Movement,Driver,35 to 39,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,8,Humber Heights-Westmount (8),182
184,9,-8839668.14366644,5427212.0585103,3430854,908832,2006,2006/05/29 04:00:00+00,2149,21,YONGE ST,LORD SEATON RD,<Null>,Major Arterial,North York,"8,15",32,43.752445,-79.40809,Intersection,<Null>,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,30 to 34,Major,<Null>,South,"Automobile, Station Wagon",Turning Left,Improper Turn,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,40,St.Andrew-Windfields (40),185
186,7,-8839668.14366644,5427212.0585103,3430856,908832,2006,2006/05/29 04:00:00+00,2149,21,YONGE ST,LORD SEATON RD,<Null>,Major Arterial,North York,"8,15",32,43.752445,-79.40809,Intersection,<Null>,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Minimal,<Null>,North,Other,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,40,St.Andrew-Windfields (40),187
187,2,-8834992.72505312,5414768.30563326,3422670,905761,2006,2006/05/30 04:00:00+00,2328,23,ROSEDALE VALLEY RD,BAYVIEW AVE,<Null>,Minor Arterial,Toronto and East York,"11,13",51,43.671645,-79.36609,Mid-Block,<Null>,No Control,Clear,Dark,Dry,Fatal,SMV Other,Motorcycle Driver,25 to 29,Fatal,<Null>,East,Motorcycle,Going Ahead,Lost control,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D51,71,Cabbagetown-South St.James Town (71),188
191,2,-8820777.22607882,5425116.39065066,3432931,909606,2006,2006/06/01 04:00:00+00,1203,12,MCCOWAN RD,EGLINTON AVE E,<Null>,Major Arterial,Scarborough,"21,20",43,43.738845,-79.23839,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D43,138,Eglinton East (138),192
192,0,-8820777.22607882,5425116.39065066,3432932,909606,2006,2006/06/01 04:00:00+00,1203,12,MCCOWAN RD,EGLINTON AVE E,<Null>,Major Arterial,Scarborough,"21,20",43,43.738845,-79.23839,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,<Null>,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D43,138,Eglinton East (138),193
193,7,-8828881.28500857,5414506.6740721,3603122,906207,2006,2006/06/02 04:00:00+00,734,7,KINGSTON RD,DUNDAS ST E,<Null>,Major Arterial,Toronto and East York,19,55,43.669945,-79.31119,Intersection,<Null>,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,35 to 39,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D55,63,The Beaches (63),194
196,0,-8842384.3392418,5416091.96712014,3424372,906410,2006,2006/06/03 04:00:00+00,1815,18,ST CLAIR AVE W,WINONA DR,<Null>,Major Arterial,Toronto and East York,"9,12",13,43.680245,-79.43249,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,<Null>,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D13,94,Wychwood (94),197
