,LATITUDE,LONGITUDE,INVAGE,RDSFCOND,VISIBILITY,LIGHT,TRAFFCTL,DRIVACT,DRIVCOND,TIME
246,43.634,-79.408,40 to 44,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Inattentive,1320.0
247,43.634,-79.408,45 to 49,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Inattentive,1320.0
248,43.634,-79.408,75 to 79,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Medical or Physical Disability,1320.0
249,43.635,-79.563,40 to 44,Dry,Clear,Daylight,Stop Sign,Disobeyed Traffic Control,Normal,1220.0
250,43.635,-79.562,80 to 84,Wet,Rain,Dark,Traffic Signal,Improper Turn,Normal,2042.0
251,43.635,-79.561,80 to 84,Dry,Clear,Daylight,No Control,Lost control,Unknown,1423.0
252,43.635,-79.526,25 to 29,Dry,Clear,Daylight,No Control,Other,Unknown,800.0
253,43.635,-79.526,55 to 59,Dry,Clear,Daylight,No Control,Other,Normal,800.0
254,43.635,-79.474,25 to 29,Dry,Clear,Daylight,No Control,Exceeding Speed Limit,Unknown,1812.0
255,43.635,-79.473,35 to 39,Dry,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,Normal,2030.0
256,43.635,-79.472,30 to 34,Wet,Clear,Daylight,Traffic Signal,Following too Close,Inattentive,1710.0
257,43.635,-79.442,40 to 44,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,1015.0
258,43.635,-79.44,30 to 34,Wet,Rain,"Dark, artificial",No Control,Speed too Fast For Condition,Normal,17.0
259,43.635,-79.397,35 to 39,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1555.0
260,43.636,-79.567,unknown,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Unknown,1115.0
261,43.636,-79.556,45 to 49,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1483.0
262,43.636,-79.556,85 to 89,Dry,Clear,Daylight,Traffic Signal,Lost control,Unknown,1483.0
263,43.636,-79.54,30 to 34,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,925.0
264,43.636,-79.506,15 to 19,Dry,Clear,Daylight,No Control,Exceeding Speed Limit,Normal,1230.0
265,43.636,-79.475,55 to 59,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,1826.0
266,43.636,-79.474,30 to 34,Dry,Clear,Dark,No Control,Exceeding Speed Limit,Had Been Drinking,395.0
267,43.636,-79.474,60 to 64,Slush,Clear,Dark,Stop Sign,Failed to Yield Right of Way,Normal,395.0
268,43.636,-79.472,35 to 39,Dry,Clear,Daylight,No Control,Other,Normal,1015.0
269,43.636,-79.468,25 to 29,Dry,Clear,"Dark, artificial",No Control,Lost control,Inattentive,235.0
270,43.636,-79.466,35 to 39,Dry,Clear,Dark,No Control,Exceeding Speed Limit,Had Been Drinking,2327.0
271,43.636,-79.463,20 to 24,Dry,Clear,"Dark, artificial",No Control,Lost control,Normal,149.0
272,43.636,-79.446,20 to 24,Dry,Clear,Dark,No Control,Lost control,Unknown,215.0
273,43.636,-79.445,35 to 39,Wet,Rain,"Daylight, artificial",No Control,Lost control,Normal,914.3333333333334
274,43.636,-79.445,40 to 44,Wet,Rain,"Daylight, artificial",No Control,Lost control,Normal,914.3333333333334
275,43.636,-79.445,60 to 64,Wet,Clear,"Dark, artificial",No Control,Lost control,Fatigue,914.3333333333334
276,43.636,-79.444,20 to 24,Wet,Rain,Daylight,No Control,Speed too Fast For Condition,Inattentive,1189.5
277,43.636,-79.444,25 to 29,Dry,Clear,Daylight,No Control,Lost control,Inattentive,1189.5
278,43.636,-79.443,40 to 44,Dry,Clear,Daylight,No Control,Lost control,Unknown,930.0
279,43.636,-79.442,25 to 29,Dry,Clear,Dark,No Control,Following too Close,Normal,420.0
280,43.636,-79.442,45 to 49,Dry,Clear,Dark,No Control,Following too Close,Normal,420.0
281,43.636,-79.441,30 to 34,Dry,Clear,Daylight,No Control,Lost control,Normal,1250.0
282,43.636,-79.409,25 to 29,Loose Snow,Snow,Dark,Traffic Signal,Disobeyed Traffic Control,Normal,1801.0
283,43.636,-79.401,20 to 24,Dry,Clear,Dark,No Control,Wrong Way on One Way Road,"Ability Impaired, Alcohol",53.0
284,43.636,-79.399,20 to 24,Dry,Clear,Dark,Traffic Signal,Improper Turn,Normal,1654.8333333333333
285,43.636,-79.399,20 to 24,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1654.8333333333333
286,43.636,-79.399,20 to 24,Wet,Rain,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Inattentive,1654.8333333333333
287,43.636,-79.399,30 to 34,Dry,Clear,Daylight,Traffic Signal,Following too Close,Normal,1654.8333333333333
288,43.636,-79.399,35 to 39,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Normal,1654.8333333333333
289,43.636,-79.399,50 to 54,Dry,Clear,"Dawn, artificial",Traffic Signal,Improper Turn,Inattentive,1654.8333333333333
290,43.637,-79.537,65 to 69,Wet,Clear,"Dark, artificial",Stop Sign,Failed to Yield Right of Way,Normal,725.0
291,43.637,-79.47,35 to 39,Dry,Clear,Dark,No Control,Disobeyed Traffic Control,Unknown,430.0
292,43.637,-79.469,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Normal,2027.0
293,43.637,-79.463,20 to 24,Dry,Clear,"Dark, artificial",No Control,Lost control,Normal,149.0
294,43.637,-79.458,25 to 29,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1558.0
295,43.637,-79.457,25 to 29,Dry,Clear,Daylight,No Control,Improper Passing,Inattentive,983.5
296,43.637,-79.457,40 to 44,Wet,Rain,Dark,No Control,Lost control,Normal,983.5
297,43.637,-79.448,30 to 34,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,2106.0
298,43.637,-79.447,25 to 29,Dry,Clear,"Dawn, artificial",No Control,Lost control,Unknown,558.0
299,43.637,-79.435,25 to 29,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,884.5
300,43.637,-79.435,50 to 54,Wet,Rain,Dawn,Traffic Signal,Failed to Yield Right of Way,Normal,884.5
301,43.637,-79.434,25 to 29,Dry,Clear,"Dark, artificial",Pedestrian Crossover,Failed to Yield Right of Way,Inattentive,1457.5
302,43.637,-79.434,75 to 79,Dry,Clear,Daylight,No Control,Other,Inattentive,1457.5
303,43.637,-79.431,25 to 29,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,906.0
304,43.637,-79.428,40 to 44,Dry,Clear,"Dark, artificial",No Control,Improper Turn,Inattentive,1811.0
305,43.637,-79.412,unknown,Dry,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,Unknown,2308.0
306,43.637,-79.403,30 to 34,Dry,Clear,Daylight,No Control,Lost control,Unknown,1928.0
307,43.637,-79.401,20 to 24,Dry,Clear,Dark,No Control,Disobeyed Traffic Control,Unknown,32.0
308,43.637,-79.399,25 to 29,Dry,Clear,Dark,No Control,Improper Turn,Had Been Drinking,2125.0
309,43.637,-79.398,40 to 44,Dry,Clear,Dark,No Control,Lost control,Unknown,2133.0
310,43.637,-79.397,40 to 44,Dry,Clear,Daylight,No Control,Improper Lane Change,Normal,1629.5
311,43.637,-79.397,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1629.5
312,43.638,-79.551,15 to 19,Dry,Clear,Dark,Stop Sign,Disobeyed Traffic Control,Had Been Drinking,977.0
313,43.638,-79.551,25 to 29,Dry,Clear,Daylight,No Control,Speed too Fast For Condition,Normal,977.0
314,43.638,-79.547,25 to 29,Dry,Clear,Dark,No Control,Lost control,"Ability Impaired, Alcohol",220.0
315,43.638,-79.537,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,730.0
316,43.638,-79.457,30 to 34,Dry,Clear,Dark,No Control,Improper Lane Change,Unknown,145.0
317,43.638,-79.446,55 to 59,Dry,Clear,"Dark, artificial",No Control,Lost control,Normal,1813.0
318,43.638,-79.431,35 to 39,Dry,Clear,Dark,No Control,Other,Other,607.0
319,43.638,-79.429,55 to 59,Dry,Clear,"Dark, artificial",Stop Sign,Failed to Yield Right of Way,Inattentive,2020.0
320,43.638,-79.428,45 to 49,Dry,Clear,Daylight,No Control,Wrong Way on One Way Road,Normal,945.0
321,43.638,-79.427,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1331.0
322,43.638,-79.4,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Exceeding Speed Limit,Inattentive,35.0
323,43.638,-79.4,45 to 49,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Inattentive,35.0
324,43.638,-79.391,25 to 29,Dry,Clear,Dark,No Control,Following too Close,Inattentive,2344.0
325,43.638,-79.39,45 to 49,Dry,Clear,"Dark, artificial",No Control,Improper Lane Change,Unknown,2217.0
326,43.638,-79.388,25 to 29,Dry,Clear,Daylight,Traffic Signal,Other,Unknown,1535.0
327,43.638,-79.387,55 to 59,Dry,Clear,Daylight,No Control,Improper Lane Change,Inattentive,1609.0
328,43.638,-79.386,40 to 44,Dry,Clear,Daylight,Traffic Signal,Other,Normal,1512.5
329,43.638,-79.386,55 to 59,Dry,Clear,Daylight,Traffic Signal,Following too Close,Inattentive,1512.5
330,43.639,-79.584,75 to 79,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1330.0
331,43.639,-79.583,60 to 64,Dry,Clear,Daylight,No Control,Lost control,Unknown,1952.0
332,43.639,-79.547,unknown,Wet,Rain,Dark,Traffic Signal,Disobeyed Traffic Control,Unknown,2010.0
333,43.639,-79.439,unknown,Loose Snow,Snow,Dark,No Control,<Null>,<Null>,35.0
334,43.639,-79.435,65 to 69,Wet,Rain,"Dark, artificial",No Control,Following too Close,Normal,2012.0
335,43.639,-79.424,55 to 59,Dry,Clear,Daylight,Stop Sign,Improper Turn,Inattentive,1479.0
336,43.639,-79.424,unknown,Wet,Rain,"Dark, artificial",Streetcar (Stop for),Failed to Yield Right of Way,Unknown,1479.0
337,43.639,-79.423,30 to 34,Dry,Clear,Dark,Traffic Signal,Other,Normal,310.0
338,43.639,-79.423,35 to 39,Dry,Clear,Dark,Traffic Signal,Other,Had Been Drinking,310.0
339,43.639,-79.397,unknown,Wet,Rain,Dark,Traffic Signal,Improper Turn,Unknown,1625.0
340,43.639,-79.392,25 to 29,Wet,Clear,Daylight,No Control,Other,Inattentive,1854.0
341,43.639,-79.386,25 to 29,Dry,Clear,Dark,No Control,Speed too Fast For Condition,Normal,1500.0
342,43.639,-79.386,30 to 34,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1500.0
343,43.639,-79.386,35 to 39,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1500.0
344,43.639,-79.383,45 to 49,Dry,Clear,Daylight,No Control,Improper Turn,Inattentive,1508.0
345,43.639,-79.382,25 to 29,Dry,Clear,Daylight,Traffic Signal,Lost control,Inattentive,1116.0
346,43.639,-79.382,50 to 54,Dry,Clear,Daylight,No Control,Improper Passing,Inattentive,1116.0
347,43.639,-79.38,35 to 39,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1035.0
348,43.639,-79.346,45 to 49,Dry,Clear,Daylight,Stop Sign,Improper Turn,Normal,958.0
349,43.639,-79.345,30 to 34,Dry,Clear,Daylight,No Control,Improper Passing,Normal,1005.0
350,43.64,-79.539,55 to 59,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1750.0
351,43.64,-79.49,25 to 29,Dry,Clear,"Dark, artificial",No Control,Lost control,Normal,218.0
352,43.64,-79.436,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Other,Unknown,2252.0
353,43.64,-79.427,30 to 34,Dry,Clear,Daylight,Pedestrian Crossover,Failed to Yield Right of Way,Normal,1615.0
354,43.64,-79.423,40 to 44,Wet,Rain,Daylight,No Control,Other,Unknown,616.0
355,43.64,-79.417,75 to 79,Dry,Clear,Dark,Traffic Signal,Improper Turn,Inattentive,1825.0
356,43.64,-79.411,40 to 44,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,1730.5
357,43.64,-79.411,50 to 54,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1730.5
358,43.64,-79.392,45 to 49,Dry,Clear,Daylight,No Control,Lost control,Inattentive,1415.0
359,43.64,-79.388,35 to 39,Dry,Clear,Daylight,Traffic Signal,Improper Passing,Inattentive,630.0
360,43.64,-79.383,35 to 39,Wet,Rain,Daylight,Traffic Signal,Lost control,Inattentive,1869.5
361,43.64,-79.383,55 to 59,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,1869.5
362,43.64,-79.38,20 to 24,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Had Been Drinking,127.0
363,43.64,-79.378,50 to 54,Dry,Clear,Daylight,No Control,Improper Turn,Inattentive,1720.0
364,43.641,-79.579,50 to 54,Loose Snow,Snow,"Dark, artificial",No Control,Lost control,Normal,318.0
365,43.641,-79.521,50 to 54,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,1624.0
366,43.641,-79.447,40 to 44,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1851.0
367,43.641,-79.446,unknown,Dry,Clear,Daylight,Pedestrian Crossover,Failed to Yield Right of Way,Normal,805.0
368,43.641,-79.433,35 to 39,Dry,Clear,Daylight,Stop Sign,Improper Turn,Normal,1513.0
369,43.641,-79.415,40 to 44,Dry,Clear,Dark,No Control,Lost control,Medical or Physical Disability,1749.5
370,43.641,-79.415,unknown,Dry,Clear,Daylight,Traffic Signal,Other,Unknown,1749.5
371,43.641,-79.411,45 to 49,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,2218.0
372,43.641,-79.391,55 to 59,Dry,Clear,"Dark, artificial",Stop Sign,Failed to Yield Right of Way,Normal,1876.0
373,43.641,-79.391,unknown,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Unknown,1876.0
374,43.641,-79.38,20 to 24,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1040.0
375,43.641,-79.38,35 to 39,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,1040.0
376,43.641,-79.379,40 to 44,Dry,Clear,Daylight,No Control,Improper Lane Change,Normal,1230.0
377,43.641,-79.375,30 to 34,Wet,Rain,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,1538.0
378,43.641,-79.349,50 to 54,Wet,Rain,Daylight,No Control,Lost control,Unknown,1549.0
379,43.642,-79.575,25 to 29,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1505.0
380,43.642,-79.565,25 to 29,Dry,Clear,Daylight,Traffic Signal,Lost control,Unknown,1688.6666666666667
381,43.642,-79.565,30 to 34,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1688.6666666666667
382,43.642,-79.565,unknown,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,1688.6666666666667
383,43.642,-79.535,65 to 69,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,844.0
384,43.642,-79.522,65 to 69,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1230.0
385,43.642,-79.432,35 to 39,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1050.0
386,43.642,-79.429,15 to 19,Dry,Clear,Dark,Streetcar (Stop for),Failed to Yield Right of Way,Normal,2344.0
387,43.642,-79.428,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,1074.0
388,43.642,-79.428,65 to 69,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Inattentive,1074.0
389,43.642,-79.427,25 to 29,Dry,"Fog, Mist, Smoke, Dust",Daylight,Traffic Signal,Exceeding Speed Limit,Inattentive,1180.6666666666667
390,43.642,-79.427,65 to 69,Dry,"Fog, Mist, Smoke, Dust",Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,1180.6666666666667
391,43.642,-79.427,unknown,Dry,Clear,Daylight,Traffic Signal,Other,Unknown,1180.6666666666667
392,43.642,-79.426,30 to 34,Dry,Clear,"Dark, artificial",No Control,<Null>,<Null>,2147.0
393,43.642,-79.414,50 to 54,Dry,Clear,Dark,No Control,Improper Passing,Had Been Drinking,120.0
394,43.642,-79.383,35 to 39,Dry,Clear,Daylight,No Control,Improper Passing,Normal,1379.0
395,43.642,-79.383,40 to 44,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1379.0
396,43.642,-79.382,65 to 69,Dry,Clear,Daylight,No Control,Improper Passing,Normal,837.0
397,43.642,-79.381,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Inattentive,1735.0
398,43.642,-79.377,25 to 29,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1443.8333333333333
399,43.642,-79.377,30 to 34,Dry,Clear,"Dark, artificial",Traffic Signal,Other,Had Been Drinking,1443.8333333333333
400,43.642,-79.377,35 to 39,Dry,Clear,"Dark, artificial",Traffic Signal,Lost control,"Ability Impaired, Alcohol Over .08",1443.8333333333333
401,43.642,-79.377,50 to 54,Dry,Clear,Daylight,Traffic Signal,Improper Lane Change,Inattentive,1443.8333333333333
402,43.642,-79.377,65 to 69,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Inattentive,1443.8333333333333
403,43.642,-79.377,70 to 74,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1443.8333333333333
404,43.642,-79.373,55 to 59,Dry,Clear,"Dark, artificial",No Control,Improper Turn,Inattentive,2132.0
405,43.643,-79.573,30 to 34,Dry,Clear,Dark,No Control,Exceeding Speed Limit,Had Been Drinking,150.0
406,43.643,-79.572,40 to 44,Dry,Clear,"Dusk, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,1596.25
407,43.643,-79.572,50 to 54,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1596.25
408,43.643,-79.572,50 to 54,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1596.25
409,43.643,-79.572,50 to 54,Dry,Clear,Daylight,Traffic Signal,Lost control,Medical or Physical Disability,1596.25
410,43.643,-79.484,15 to 19,Wet,Rain,Daylight,No Control,Lost control,Normal,1042.0
411,43.643,-79.455,30 to 34,Dry,Clear,Daylight,No Control,Other,Normal,1925.0
412,43.643,-79.439,50 to 54,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Unknown,1452.0
413,43.643,-79.437,30 to 34,Wet,Rain,"Dusk, artificial",No Control,Failed to Yield Right of Way,Unknown,2016.0
414,43.643,-79.433,25 to 29,Dry,Clear,"Dark, artificial",No Control,Other,Had Been Drinking,138.0
415,43.643,-79.424,30 to 34,Dry,Clear,Daylight,No Control,Other,Inattentive,1250.0
416,43.643,-79.421,20 to 24,Slush,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,Unknown,700.0
417,43.643,-79.421,25 to 29,Slush,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Normal,700.0
418,43.643,-79.421,35 to 39,Dry,Clear,Daylight,No Control,Lost control,Normal,700.0
419,43.643,-79.405,50 to 54,Wet,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1430.0
420,43.643,-79.404,30 to 34,Wet,Rain,"Dark, artificial",No Control,Lost control,Normal,2255.0
421,43.643,-79.403,20 to 24,Dry,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08",1655.5
422,43.643,-79.403,45 to 49,Wet,Rain,Daylight,No Control,Improper Lane Change,Unknown,1655.5
423,43.643,-79.391,30 to 34,Wet,Rain,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,1864.0
424,43.643,-79.391,35 to 39,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1864.0
425,43.643,-79.391,35 to 39,Wet,Rain,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1864.0
426,43.643,-79.389,40 to 44,Wet,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Inattentive,1732.0
427,43.643,-79.378,35 to 39,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1450.0
428,43.643,-79.377,50 to 54,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Normal,1915.0
429,43.643,-79.368,30 to 34,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1444.0
430,43.644,-79.567,25 to 29,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Had Been Drinking,1320.3333333333333
431,43.644,-79.567,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1320.3333333333333
432,43.644,-79.567,65 to 69,Dry,Clear,Dark,Traffic Signal,Improper Turn,Normal,1320.3333333333333
433,43.644,-79.524,35 to 39,Dry,Clear,Daylight,No Control,Improper Lane Change,Normal,1915.0
434,43.644,-79.523,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,2086.5
435,43.644,-79.523,50 to 54,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Inattentive,2086.5
436,43.644,-79.416,35 to 39,Dry,Clear,Daylight,Traffic Signal,Improper Passing,Unknown,1329.0
437,43.644,-79.416,75 to 79,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1329.0
438,43.644,-79.415,20 to 24,Wet,Rain,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,1600.0
439,43.644,-79.415,25 to 29,Wet,Rain,Daylight,Stop Sign,Speed too Fast For Condition,Normal,1600.0
440,43.644,-79.401,30 to 34,Dry,Clear,Dark,No Control,Improper Passing,Normal,1941.0
441,43.644,-79.401,40 to 44,Dry,Clear,Dark,No Control,Failed to Yield Right of Way,Normal,1941.0
442,43.644,-79.4,20 to 24,Dry,Clear,Dark,Traffic Signal,Lost control,"Ability Impaired, Alcohol Over .08",106.0
443,43.644,-79.397,25 to 29,Dry,Clear,"Dark, artificial",Pedestrian Crossover,Improper Lane Change,Had Been Drinking,156.5
444,43.644,-79.397,unknown,Dry,Clear,"Dark, artificial",Pedestrian Crossover,Failed to Yield Right of Way,Unknown,156.5
445,43.644,-79.394,20 to 24,Dry,Clear,Dark,No Control,Lost control,Normal,200.0
446,43.644,-79.391,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1515.0
447,43.644,-79.384,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,15.0
448,43.644,-79.375,15 to 19,Dry,Clear,Dark,Traffic Signal,Following too Close,"Ability Impaired, Alcohol Over .08",1556.5
449,43.644,-79.375,35 to 39,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1556.5
450,43.644,-79.375,55 to 59,Dry,Clear,Dark,Traffic Signal,Improper Turn,Normal,1556.5
